pplus_low,pplus_high,pminus_low,pminus_high,ot_hybrid_weight
0.72,0.8,2.24,2.32,0.9831874818769204
0.72,0.8,2.32,2.4,0.9860036433459701
0.72,0.8,2.4,2.48,0.9872205618719422
0.72,0.8,2.48,2.56,0.9873254528446298
0.72,0.8,2.56,2.64,0.987236195470296
0.72,0.8,2.64,2.72,0.988878494958944
0.72,0.8,2.72,2.8,0.9893870979348061
0.72,0.8,2.8,2.88,0.989431363573035
0.72,0.8,2.88,2.96,0.9901554432746908
0.72,0.8,2.96,3.04,0.9918282294922967
0.72,0.8,3.04,3.12,0.9919120810089247
0.72,0.8,3.12,3.2,0.9937033747081621
0.72,0.8,3.2,3.28,0.9920949431428
0.72,0.8,3.28,3.36,0.9922765105178576
0.72,0.8,3.36,3.44,0.9929180484909038
0.72,0.8,3.44,3.52,0.9949058940874403
0.72,0.8,3.52,3.6,0.9948740866508049
0.72,0.8,3.6,3.68,0.995122297440207
0.72,0.8,3.68,3.76,0.9940028448043876
0.72,0.8,3.76,3.84,0.9948832935001073
0.72,0.8,3.84,3.92,0.9961315200136217
0.72,0.8,3.92,4.0,0.9951398422951114
0.72,0.8,4.0,4.08,0.9959266071023147
0.72,0.8,4.08,4.16,0.9956153378938548
0.72,0.8,4.16,4.24,0.9962780833891521
0.72,0.8,4.24,4.32,0.9959197689935216
0.72,0.8,4.32,4.4,0.9966143754563118
0.72,0.8,4.4,4.48,0.9959610199966403
0.72,0.8,4.48,4.56,0.9966276112730865
0.72,0.8,4.56,4.64,0.9967832562105678
0.72,0.8,4.64,4.72,0.9968130823004094
0.72,0.8,4.72,4.8,0.9968952024967194
0.72,0.8,4.8,4.88,0.9971276746995
0.72,0.8,4.88,4.96,0.9976632826757041
0.72,0.8,4.96,5.04,0.9977819139189723
0.72,0.8,5.04,5.12,0.9975483300426917
0.72,0.8,5.12,5.2,0.9977926721818151
0.72,0.8,5.2,5.28,0.9977732206456673
0.8,0.88,0.0,0.08,0.0
0.8,0.88,0.08,0.16,0.0
0.8,0.88,0.16,0.24,0.0
0.8,0.88,0.24,0.32,0.0
0.8,0.88,0.32,0.4,0.0
0.8,0.88,0.4,0.48,0.0
0.8,0.88,0.48,0.56,0.0
0.8,0.88,0.56,0.64,0.0
0.8,0.88,0.64,0.72,0.0
0.8,0.88,0.72,0.8,0.0
0.8,0.88,0.8,0.88,0.0
0.8,0.88,0.88,0.96,0.0
0.8,0.88,0.96,1.04,0.8063610851262863
0.8,0.88,1.04,1.12,0.8724816902051153
0.8,0.88,1.12,1.2,0.8932503418003884
0.8,0.88,1.2,1.28,0.9305822757999894
0.8,0.88,1.28,1.36,0.9493754470918399
0.8,0.88,1.36,1.44,0.9579840090368357
0.8,0.88,1.44,1.52,0.9486264103396269
0.8,0.88,1.52,1.6,0.9588731508232818
0.8,0.88,1.6,1.68,0.973050254115514
0.8,0.88,1.68,1.76,0.9775313495399698
0.8,0.88,1.76,1.84,0.9775539666149848
0.8,0.88,1.84,1.92,0.981440359596769
0.8,0.88,1.92,2.0,0.9777395707278137
0.8,0.88,2.0,2.08,0.9806102555199886
0.8,0.88,2.08,2.16,0.9836664178352915
0.8,0.88,2.16,2.24,0.9828741462222247
0.8,0.88,2.24,2.32,0.9877645740601774
0.8,0.88,2.32,2.4,0.9843890451364026
0.8,0.88,2.4,2.48,0.9835200923511731
0.8,0.88,2.48,2.56,0.9877098008895386
0.8,0.88,2.56,2.64,0.9897112838146118
0.8,0.88,2.64,2.72,0.990174262982893
0.8,0.88,2.72,2.8,0.9918713969029435
0.8,0.88,2.8,2.88,0.9919983919473672
0.8,0.88,2.88,2.96,0.9922845524685887
0.8,0.88,2.96,3.04,0.9918639111397602
0.8,0.88,3.04,3.12,0.9929702044105252
0.8,0.88,3.12,3.2,0.993573191187381
0.8,0.88,3.2,3.28,0.9931955842783582
0.8,0.88,3.28,3.36,0.9940127302250399
0.8,0.88,3.36,3.44,0.9939098029804782
0.8,0.88,3.44,3.52,0.9941408151219024
0.8,0.88,3.52,3.6,0.9956359095884516
0.8,0.88,3.6,3.68,0.9944596424921333
0.8,0.88,3.68,3.76,0.9962082859342757
0.8,0.88,3.76,3.84,0.9952554986554955
0.8,0.88,3.84,3.92,0.9951514512707678
0.8,0.88,3.92,4.0,0.9954403068974691
0.8,0.88,4.0,4.08,0.9960341094905651
0.8,0.88,4.08,4.16,0.9965968556261214
0.8,0.88,4.16,4.24,0.9959770308544242
0.8,0.88,4.24,4.32,0.9969255392956003
0.8,0.88,4.32,4.4,0.9963991653354042
0.8,0.88,4.4,4.48,0.9964516429211623
0.8,0.88,4.48,4.56,0.9968298513668018
0.8,0.88,4.56,4.64,0.996930426712702
0.8,0.88,4.64,4.72,0.9979194980320174
0.8,0.88,4.72,4.8,0.9975720811594648
0.8,0.88,4.8,4.88,0.9976495276345392
0.8,0.88,4.88,4.96,0.9972428733198762
0.8,0.88,4.96,5.04,0.9976093961126702
0.8,0.88,5.04,5.12,0.9973522026603956
0.8,0.88,5.12,5.2,0.9979031797180635
0.8,0.88,5.2,5.28,0.9982903861060228
0.88,0.96,0.0,0.08,0.0
0.88,0.96,0.08,0.16,0.0
0.88,0.96,0.16,0.24,0.0
0.88,0.96,0.24,0.32,0.0
0.88,0.96,0.32,0.4,0.0
0.88,0.96,0.4,0.48,0.0
0.88,0.96,0.48,0.56,0.0
0.88,0.96,0.56,0.64,0.0
0.88,0.96,0.64,0.72,0.0
0.88,0.96,0.72,0.8,0.0
0.88,0.96,0.8,0.88,0.0
0.88,0.96,0.88,0.96,0.0
0.88,0.96,0.96,1.04,1.0
0.88,0.96,1.04,1.12,0.9207840802789352
0.88,0.96,1.12,1.2,0.9408325537885874
0.88,0.96,1.2,1.28,0.9100962180943472
0.88,0.96,1.28,1.36,0.9717156641195699
0.88,0.96,1.36,1.44,0.9668426515627203
0.88,0.96,1.44,1.52,0.9723372978751837
0.88,0.96,1.52,1.6,0.9735946934263118
0.88,0.96,1.6,1.68,0.9782580867510218
0.88,0.96,1.68,1.76,0.979807706737768
0.88,0.96,1.76,1.84,0.9798192694176276
0.88,0.96,1.84,1.92,0.9822814064821438
0.88,0.96,1.92,2.0,0.9819489147151619
0.88,0.96,2.0,2.08,0.9836965758525823
0.88,0.96,2.08,2.16,0.9862775572136737
0.88,0.96,2.16,2.24,0.9884917440772728
0.88,0.96,2.24,2.32,0.9890969079462999
0.88,0.96,2.32,2.4,0.9893151808830576
0.88,0.96,2.4,2.48,0.9889052009383009
0.88,0.96,2.48,2.56,0.9929865764047507
0.88,0.96,2.56,2.64,0.9909865516738379
0.88,0.96,2.64,2.72,0.9917858318447174
0.88,0.96,2.72,2.8,0.9926232794333824
0.88,0.96,2.8,2.88,0.992106763496272
0.88,0.96,2.88,2.96,0.9929608302628816
0.88,0.96,2.96,3.04,0.9937164224486625
0.88,0.96,3.04,3.12,0.9933263917329467
0.88,0.96,3.12,3.2,0.9936140357860797
0.88,0.96,3.2,3.28,0.9943293452677405
0.88,0.96,3.28,3.36,0.9943157007664596
0.88,0.96,3.36,3.44,0.9945645216877556
0.88,0.96,3.44,3.52,0.9951590271281574
0.88,0.96,3.52,3.6,0.9943333093473411
0.88,0.96,3.6,3.68,0.9932673945045885
0.88,0.96,3.68,3.76,0.9947118689914006
0.88,0.96,3.76,3.84,0.995650192851957
0.88,0.96,3.84,3.92,0.9942386099348169
0.88,0.96,3.92,4.0,0.9961053570402958
0.88,0.96,4.0,4.08,0.9961742051480758
0.88,0.96,4.08,4.16,0.9971235272604849
0.88,0.96,4.16,4.24,0.9959776401973653
0.88,0.96,4.24,4.32,0.9975519732632906
0.88,0.96,4.32,4.4,0.9960892997608123
0.88,0.96,4.4,4.48,0.9967179844936659
0.88,0.96,4.48,4.56,0.9965151964929746
0.88,0.96,4.56,4.64,0.9964371864788645
0.88,0.96,4.64,4.72,0.996849502439536
0.88,0.96,4.72,4.8,0.9971805632662534
0.88,0.96,4.8,4.88,0.9979605029445718
0.88,0.96,4.88,4.96,0.9976177989382847
0.88,0.96,4.96,5.04,0.9980165753524788
0.88,0.96,5.04,5.12,0.997228979466604
0.88,0.96,5.12,5.2,0.9981370016936348
0.88,0.96,5.2,5.28,0.9974089351265782
0.96,1.04,0.0,0.08,0.0
0.96,1.04,0.08,0.16,0.0
0.96,1.04,0.16,0.24,0.0
0.96,1.04,0.24,0.32,0.0
0.96,1.04,0.32,0.4,0.0
0.96,1.04,0.4,0.48,0.0
0.96,1.04,0.48,0.56,0.0
0.96,1.04,0.56,0.64,0.0
0.96,1.04,0.64,0.72,0.0
0.96,1.04,0.72,0.8,0.0
0.96,1.04,0.8,0.88,0.0
0.96,1.04,0.88,0.96,0.0
0.96,1.04,0.96,1.04,0.0
0.96,1.04,1.04,1.12,1.0
0.96,1.04,1.12,1.2,0.9031805425631431
0.96,1.04,1.2,1.28,0.9661131898971
0.96,1.04,1.28,1.36,0.9119823114210391
0.96,1.04,1.36,1.44,0.9842386929753953
0.96,1.04,1.44,1.52,0.9708004810904718
0.96,1.04,1.52,1.6,0.9619249324686518
0.96,1.04,1.6,1.68,0.9808105579854878
0.96,1.04,1.68,1.76,0.9838634237605238
0.96,1.04,1.76,1.84,0.984419857423954
0.96,1.04,1.84,1.92,0.9819751010090958
0.96,1.04,1.92,2.0,0.982559081570266
0.96,1.04,2.0,2.08,0.98461931226054
0.96,1.04,2.08,2.16,0.9857385414577462
0.96,1.04,2.16,2.24,0.9864903082646247
0.96,1.04,2.24,2.32,0.9896355150002322
0.96,1.04,2.32,2.4,0.9903901282941086
0.96,1.04,2.4,2.48,0.992096370821481
0.96,1.04,2.48,2.56,0.9915459101614388
0.96,1.04,2.56,2.64,0.9891363994608251
0.96,1.04,2.64,2.72,0.9922544434050516
0.96,1.04,2.72,2.8,0.9934005024856009
0.96,1.04,2.8,2.88,0.9914172487186612
0.96,1.04,2.88,2.96,0.9935010585397073
0.96,1.04,2.96,3.04,0.9925773919651637
0.96,1.04,3.04,3.12,0.9953093679005748
0.96,1.04,3.12,3.2,0.9943117087429999
0.96,1.04,3.2,3.28,0.9939417720723173
0.96,1.04,3.28,3.36,0.9934776511279422
0.96,1.04,3.36,3.44,0.994931460027344
0.96,1.04,3.44,3.52,0.9929365690249298
0.96,1.04,3.52,3.6,0.9948850097957888
0.96,1.04,3.6,3.68,0.9946822646483544
0.96,1.04,3.68,3.76,0.9952749654752913
0.96,1.04,3.76,3.84,0.9954271617354855
0.96,1.04,3.84,3.92,0.9950244423726636
0.96,1.04,3.92,4.0,0.9946697587113645
0.96,1.04,4.0,4.08,0.9959118052889023
0.96,1.04,4.08,4.16,0.9969413935973314
0.96,1.04,4.16,4.24,0.9960121886837886
0.96,1.04,4.24,4.32,0.9970758027588134
0.96,1.04,4.32,4.4,0.9967408012864285
0.96,1.04,4.4,4.48,0.9972258035118379
0.96,1.04,4.48,4.56,0.9974521195411353
0.96,1.04,4.56,4.64,0.9977218951191331
0.96,1.04,4.64,4.72,0.9966512090001494
0.96,1.04,4.72,4.8,0.9970229753435884
0.96,1.04,4.8,4.88,0.9976978200345266
0.96,1.04,4.88,4.96,0.9979310700247216
0.96,1.04,4.96,5.04,0.997654441138811
0.96,1.04,5.04,5.12,0.9970142409527986
0.96,1.04,5.12,5.2,0.9979019365501254
0.96,1.04,5.2,5.28,0.9978578329899992
1.04,1.12,0.0,0.08,0.0
1.04,1.12,0.08,0.16,0.0
1.04,1.12,0.16,0.24,0.0
1.04,1.12,0.24,0.32,0.0
1.04,1.12,0.32,0.4,0.0
1.04,1.12,0.4,0.48,0.0
1.04,1.12,0.48,0.56,0.0
1.04,1.12,0.56,0.64,0.0
1.04,1.12,0.64,0.72,0.0
1.04,1.12,0.72,0.8,0.0
1.04,1.12,0.8,0.88,0.0
1.04,1.12,0.88,0.96,0.0
1.04,1.12,0.96,1.04,0.0
1.04,1.12,1.04,1.12,0.0
1.04,1.12,1.12,1.2,1.0
1.04,1.12,1.2,1.28,0.9999999999999999
1.04,1.12,1.28,1.36,0.9426255067040847
1.04,1.12,1.36,1.44,0.9744250489789434
1.04,1.12,1.44,1.52,0.9747427502338633
1.04,1.12,1.52,1.6,0.9699201685633067
1.04,1.12,1.6,1.68,0.9685651112217998
1.04,1.12,1.68,1.76,0.987321261526126
1.04,1.12,1.76,1.84,0.9810664172123481
1.04,1.12,1.84,1.92,0.9892795064429778
1.04,1.12,1.92,2.0,0.9865852558973031
1.04,1.12,2.0,2.08,0.9893764186353574
1.04,1.12,2.08,2.16,0.9861367058635447
1.04,1.12,2.16,2.24,0.9888926052653704
1.04,1.12,2.24,2.32,0.9858152072579734
1.04,1.12,2.32,2.4,0.9882546887699549
1.04,1.12,2.4,2.48,0.9906130719936566
1.04,1.12,2.48,2.56,0.9902230000905278
1.04,1.12,2.56,2.64,0.9925707842065777
1.04,1.12,2.64,2.72,0.9937859147400777
1.04,1.12,2.72,2.8,0.9926751525896462
1.04,1.12,2.8,2.88,0.9925005782720211
1.04,1.12,2.88,2.96,0.9919459920362261
1.04,1.12,2.96,3.04,0.9933227960388373
1.04,1.12,3.04,3.12,0.9927385406922358
1.04,1.12,3.12,3.2,0.9935309939351765
1.04,1.12,3.2,3.28,0.9954299649220634
1.04,1.12,3.28,3.36,0.9932144702120828
1.04,1.12,3.36,3.44,0.9954880252844961
1.04,1.12,3.44,3.52,0.9940891662126461
1.04,1.12,3.52,3.6,0.99436003160562
1.04,1.12,3.6,3.68,0.9952931185191807
1.04,1.12,3.68,3.76,0.9951015452613258
1.04,1.12,3.76,3.84,0.9946435999539107
1.04,1.12,3.84,3.92,0.9938850868987247
1.04,1.12,3.92,4.0,0.9959917030928063
1.04,1.12,4.0,4.08,0.9952770996372264
1.04,1.12,4.08,4.16,0.9963430697789855
1.04,1.12,4.16,4.24,0.9956515550738718
1.04,1.12,4.24,4.32,0.9952502062054631
1.04,1.12,4.32,4.4,0.9962956033676332
1.04,1.12,4.4,4.48,0.996744196471228
1.04,1.12,4.48,4.56,0.9959806330245993
1.04,1.12,4.56,4.64,0.9974127577135871
1.04,1.12,4.64,4.72,0.9968445168879878
1.04,1.12,4.72,4.8,0.9970303115689835
1.04,1.12,4.8,4.88,0.9975516918809071
1.04,1.12,4.88,4.96,0.9975375398108545
1.04,1.12,4.96,5.04,0.9970231737870929
1.04,1.12,5.04,5.12,0.9982750987443472
1.04,1.12,5.12,5.2,0.9978043868467137
1.04,1.12,5.2,5.28,0.9979095359050019
1.12,1.2,0.0,0.08,0.0
1.12,1.2,0.08,0.16,0.0
1.12,1.2,0.16,0.24,0.0
1.12,1.2,0.24,0.32,0.0
1.12,1.2,0.32,0.4,0.0
1.12,1.2,0.4,0.48,0.0
1.12,1.2,0.48,0.56,0.0
1.12,1.2,0.56,0.64,0.0
1.12,1.2,0.64,0.72,0.0
1.12,1.2,0.72,0.8,0.0
1.12,1.2,0.8,0.88,0.0
1.12,1.2,0.88,0.96,0.0
1.12,1.2,0.96,1.04,0.0
1.12,1.2,1.04,1.12,0.0
1.12,1.2,1.12,1.2,0.0
1.12,1.2,1.2,1.28,0.0
1.12,1.2,1.28,1.36,1.0000000000000002
1.12,1.2,1.36,1.44,1.0
1.12,1.2,1.44,1.52,1.0
1.12,1.2,1.52,1.6,0.9739888024796505
1.12,1.2,1.6,1.68,0.9816552606961744
1.12,1.2,1.68,1.76,0.9807839244781812
1.12,1.2,1.76,1.84,0.9860782479502558
1.12,1.2,1.84,1.92,0.98308009481686
1.12,1.2,1.92,2.0,0.9868471680463139
1.12,1.2,2.0,2.08,0.9859404088210506
1.12,1.2,2.08,2.16,0.987821451894735
1.12,1.2,2.16,2.24,0.9888285241419011
1.12,1.2,2.24,2.32,0.9908171236245455
1.12,1.2,2.32,2.4,0.9870399151462474
1.12,1.2,2.4,2.48,0.9901135061067999
1.12,1.2,2.48,2.56,0.9941414977984067
1.12,1.2,2.56,2.64,0.9917366039171955
1.12,1.2,2.64,2.72,0.9893857187402556
1.12,1.2,2.72,2.8,0.994290744524608
1.12,1.2,2.8,2.88,0.9919035993781027
1.12,1.2,2.88,2.96,0.9937665562190185
1.12,1.2,2.96,3.04,0.9947446641057238
1.12,1.2,3.04,3.12,0.9923881155227017
1.12,1.2,3.12,3.2,0.99559540800203
1.12,1.2,3.2,3.28,0.994026563037315
1.12,1.2,3.28,3.36,0.9930066202493443
1.12,1.2,3.36,3.44,0.9949565239219946
1.12,1.2,3.44,3.52,0.9939311418807801
1.12,1.2,3.52,3.6,0.9923048119089204
1.12,1.2,3.6,3.68,0.9951623865819197
1.12,1.2,3.68,3.76,0.9940437496366529
1.12,1.2,3.76,3.84,0.9952317144085152
1.12,1.2,3.84,3.92,0.995056027705352
1.12,1.2,3.92,4.0,0.9957808034603205
1.12,1.2,4.0,4.08,0.9966631958664736
1.12,1.2,4.08,4.16,0.9961542459203826
1.12,1.2,4.16,4.24,0.9969231104628118
1.12,1.2,4.24,4.32,0.9961755307873175
1.12,1.2,4.32,4.4,0.9971841166038722
1.12,1.2,4.4,4.48,0.9963004680755722
1.12,1.2,4.48,4.56,0.9956885817598304
1.12,1.2,4.56,4.64,0.9964401167076922
1.12,1.2,4.64,4.72,0.9977186744242021
1.12,1.2,4.72,4.8,0.9967477803675318
1.12,1.2,4.8,4.88,0.9970777971124252
1.12,1.2,4.88,4.96,0.9977159236777675
1.12,1.2,4.96,5.04,0.9969331276130868
1.12,1.2,5.04,5.12,0.9971973314952489
1.12,1.2,5.12,5.2,0.9973519464632654
1.12,1.2,5.2,5.28,0.9978817985610896
1.2,1.28,0.0,0.08,0.0
1.2,1.28,0.08,0.16,0.0
1.2,1.28,0.16,0.24,0.0
1.2,1.28,0.24,0.32,0.0
1.2,1.28,0.32,0.4,0.0
1.2,1.28,0.4,0.48,0.0
1.2,1.28,0.48,0.56,0.0
1.2,1.28,0.56,0.64,0.0
1.2,1.28,0.64,0.72,0.0
1.2,1.28,0.72,0.8,0.0
1.2,1.28,0.8,0.88,0.0
1.2,1.28,0.88,0.96,0.0
1.2,1.28,0.96,1.04,0.0
1.2,1.28,1.04,1.12,0.0
1.2,1.28,1.12,1.2,0.0
1.2,1.28,1.2,1.28,0.0
1.2,1.28,1.28,1.36,0.9999999999999999
1.2,1.28,1.36,1.44,1.0
1.2,1.28,1.44,1.52,1.0
1.2,1.28,1.52,1.6,0.9622167970978118
1.2,1.28,1.6,1.68,0.9834023787251103
1.2,1.28,1.68,1.76,0.9735946934263119
1.2,1.28,1.76,1.84,0.9789106132315757
1.2,1.28,1.84,1.92,0.9905211719991888
1.2,1.28,1.92,2.0,0.987321261526126
1.2,1.28,2.0,2.08,0.9889349191500735
1.2,1.28,2.08,2.16,0.9899708928551464
1.2,1.28,2.16,2.24,0.9889162910678346
1.2,1.28,2.24,2.32,0.9908336608343805
1.2,1.28,2.32,2.4,0.9874334627515585
1.2,1.28,2.4,2.48,0.9903687450717262
1.2,1.28,2.48,2.56,0.9875071667823411
1.2,1.28,2.56,2.64,0.9883743991070191
1.2,1.28,2.64,2.72,0.9927900404036383
1.2,1.28,2.72,2.8,0.9920148901083005
1.2,1.28,2.8,2.88,0.9913628685452011
1.2,1.28,2.88,2.96,0.9931408558764079
1.2,1.28,2.96,3.04,0.9954595013064095
1.2,1.28,3.04,3.12,0.995057939527585
1.2,1.28,3.12,3.2,0.992797702422338
1.2,1.28,3.2,3.28,0.9921919792389629
1.2,1.28,3.28,3.36,0.9937822366783668
1.2,1.28,3.36,3.44,0.9946365534562199
1.2,1.28,3.44,3.52,0.9959126350422434
1.2,1.28,3.52,3.6,0.99593195556988
1.2,1.28,3.6,3.68,0.9961549063766142
1.2,1.28,3.68,3.76,0.9949550014515661
1.2,1.28,3.76,3.84,0.9943791316437238
1.2,1.28,3.84,3.92,0.9955205802904296
1.2,1.28,3.92,4.0,0.996507514561396
1.2,1.28,4.0,4.08,0.9953495657535338
1.2,1.28,4.08,4.16,0.9958225107197294
1.2,1.28,4.16,4.24,0.9961886943739141
1.2,1.28,4.24,4.32,0.995819930075655
1.2,1.28,4.32,4.4,0.9959453780515021
1.2,1.28,4.4,4.48,0.9951065978190757
1.2,1.28,4.48,4.56,0.9958215339209533
1.2,1.28,4.56,4.64,0.9958109482991082
1.2,1.28,4.64,4.72,0.9970802963831643
1.2,1.28,4.72,4.8,0.9967798406617453
1.2,1.28,4.8,4.88,0.9966969907910669
1.2,1.28,4.88,4.96,0.9964348437556128
1.2,1.28,4.96,5.04,0.9968385483285924
1.2,1.28,5.04,5.12,0.9978709857526974
1.2,1.28,5.12,5.2,0.9982970193725539
1.2,1.28,5.2,5.28,0.9979573954127244
1.28,1.36,0.0,0.08,0.0
1.28,1.36,0.08,0.16,0.0
1.28,1.36,0.16,0.24,0.0
1.28,1.36,0.24,0.32,0.0
1.28,1.36,0.32,0.4,0.0
1.28,1.36,0.4,0.48,0.0
1.28,1.36,0.48,0.56,0.0
1.28,1.36,0.56,0.64,0.0
1.28,1.36,0.64,0.72,0.0
1.28,1.36,0.72,0.8,0.0
1.28,1.36,0.8,0.88,0.0
1.28,1.36,0.88,0.96,0.0
1.28,1.36,0.96,1.04,0.0
1.28,1.36,1.04,1.12,0.0
1.28,1.36,1.12,1.2,0.0
1.28,1.36,1.2,1.28,0.0
1.28,1.36,1.28,1.36,0.0
1.28,1.36,1.36,1.44,1.0
1.28,1.36,1.44,1.52,1.0
1.28,1.36,1.52,1.6,1.0
1.28,1.36,1.6,1.68,1.0
1.28,1.36,1.68,1.76,1.0
1.28,1.36,1.76,1.84,0.9851046988558682
1.28,1.36,1.84,1.92,0.9804584581320107
1.28,1.36,1.92,2.0,0.9894924619835969
1.28,1.36,2.0,2.08,0.9886926181095642
1.28,1.36,2.08,2.16,0.9884966981263139
1.28,1.36,2.16,2.24,0.984141640592239
1.28,1.36,2.24,2.32,0.9879975879210509
1.28,1.36,2.32,2.4,0.9899080695831289
1.28,1.36,2.4,2.48,0.9909064597987484
1.28,1.36,2.48,2.56,0.9814826174301093
1.28,1.36,2.56,2.64,0.9933533553247007
1.28,1.36,2.64,2.72,0.9929359194144783
1.28,1.36,2.72,2.8,0.992081680060926
1.28,1.36,2.8,2.88,0.993674227826267
1.28,1.36,2.88,2.96,0.9913151981701159
1.28,1.36,2.96,3.04,0.9936660168031962
1.28,1.36,3.04,3.12,0.9949558603940277
1.28,1.36,3.12,3.2,0.9944371857560218
1.28,1.36,3.2,3.28,0.9924849062791573
1.28,1.36,3.28,3.36,0.9961043058546116
1.28,1.36,3.36,3.44,0.9954967694215417
1.28,1.36,3.44,3.52,0.9922887157793654
1.28,1.36,3.52,3.6,0.9944124094215545
1.28,1.36,3.6,3.68,0.9954114001214761
1.28,1.36,3.68,3.76,0.9952637706616024
1.28,1.36,3.76,3.84,0.9945181323016601
1.28,1.36,3.84,3.92,0.9938275391433696
1.28,1.36,3.92,4.0,0.9940244871973917
1.28,1.36,4.0,4.08,0.9962297719066645
1.28,1.36,4.08,4.16,0.9956299388861185
1.28,1.36,4.16,4.24,0.9950609729139488
1.28,1.36,4.24,4.32,0.9963622747205805
1.28,1.36,4.32,4.4,0.9964191950307846
1.28,1.36,4.4,4.48,0.9953681056907284
1.28,1.36,4.48,4.56,0.9970149497036894
1.28,1.36,4.56,4.64,0.9959260714819469
1.28,1.36,4.64,4.72,0.9961935279891662
1.28,1.36,4.72,4.8,0.9971806379038903
1.28,1.36,4.8,4.88,0.9967094040609694
1.28,1.36,4.88,4.96,0.9973594693426312
1.28,1.36,4.96,5.04,0.9966312817644393
1.28,1.36,5.04,5.12,0.997258651140784
1.28,1.36,5.12,5.2,0.9973003446595553
1.28,1.36,5.2,5.28,0.9979776614634599
1.36,1.44,0.0,0.08,0.0
1.36,1.44,0.08,0.16,0.0
1.36,1.44,0.16,0.24,0.0
1.36,1.44,0.24,0.32,0.0
1.36,1.44,0.32,0.4,0.0
1.36,1.44,0.4,0.48,0.0
1.36,1.44,0.48,0.56,0.0
1.36,1.44,0.56,0.64,0.0
1.36,1.44,0.64,0.72,0.0
1.36,1.44,0.72,0.8,0.0
1.36,1.44,0.8,0.88,0.0
1.36,1.44,0.88,0.96,0.0
1.36,1.44,0.96,1.04,0.0
1.36,1.44,1.04,1.12,0.0
1.36,1.44,1.12,1.2,0.0
1.36,1.44,1.2,1.28,0.0
1.36,1.44,1.28,1.36,0.0
1.36,1.44,1.36,1.44,0.0
1.36,1.44,1.44,1.52,1.0
1.36,1.44,1.52,1.6,1.0
1.36,1.44,1.6,1.68,1.0
1.36,1.44,1.68,1.76,1.0
1.36,1.44,1.76,1.84,0.9585059468127758
1.36,1.44,1.84,1.92,0.9772189511913277
1.36,1.44,1.92,2.0,1.0
1.36,1.44,2.0,2.08,0.9855223241215915
1.36,1.44,2.08,2.16,0.9917011893625552
1.36,1.44,2.16,2.24,0.9891670537133588
1.36,1.44,2.24,2.32,0.9926333021515434
1.36,1.44,2.32,2.4,0.991580916744621
1.36,1.44,2.4,2.48,0.9919923757007112
1.36,1.44,2.48,2.56,0.986813120492471
1.36,1.44,2.56,2.64,0.990348216081061
1.36,1.44,2.64,2.72,0.9951857728346314
1.36,1.44,2.72,2.8,0.9907349801495829
1.36,1.44,2.8,2.88,0.9928447514134425
1.36,1.44,2.88,2.96,0.9908548356425145
1.36,1.44,2.96,3.04,0.9928001186250478
1.36,1.44,3.04,3.12,0.9934728455660545
1.36,1.44,3.12,3.2,0.9935345938272547
1.36,1.44,3.2,3.28,0.9959233912658166
1.36,1.44,3.28,3.36,0.994149039982233
1.36,1.44,3.36,3.44,0.993625056300454
1.36,1.44,3.44,3.52,0.9932602251851185
1.36,1.44,3.52,3.6,0.9939563384870876
1.36,1.44,3.6,3.68,0.9924108263766835
1.36,1.44,3.68,3.76,0.9949320240382017
1.36,1.44,3.76,3.84,0.995674024242183
1.36,1.44,3.84,3.92,0.9964614208449476
1.36,1.44,3.92,4.0,0.9955816517439531
1.36,1.44,4.0,4.08,0.9952862971062874
1.36,1.44,4.08,4.16,0.9950120610704104
1.36,1.44,4.16,4.24,0.9944055858703774
1.36,1.44,4.24,4.32,0.9946451325949284
1.36,1.44,4.32,4.4,0.9967040184702347
1.36,1.44,4.4,4.48,0.9949126065057812
1.36,1.44,4.48,4.56,0.9959078843010628
1.36,1.44,4.56,4.64,0.9958406915659584
1.36,1.44,4.64,4.72,0.9951108766711304
1.36,1.44,4.72,4.8,0.9954077727697933
1.36,1.44,4.8,4.88,0.9974502556929578
1.36,1.44,4.88,4.96,0.9959967452514623
1.36,1.44,4.96,5.04,0.9959348023469481
1.36,1.44,5.04,5.12,0.995935614980162
1.36,1.44,5.12,5.2,0.9967530060005931
1.36,1.44,5.2,5.28,0.9980958351790028
1.44,1.52,0.0,0.08,0.0
1.44,1.52,0.08,0.16,0.0
1.44,1.52,0.16,0.24,0.0
1.44,1.52,0.24,0.32,0.0
1.44,1.52,0.32,0.4,0.0
1.44,1.52,0.4,0.48,0.0
1.44,1.52,0.48,0.56,0.0
1.44,1.52,0.56,0.64,0.0
1.44,1.52,0.64,0.72,0.0
1.44,1.52,0.72,0.8,0.0
1.44,1.52,0.8,0.88,0.0
1.44,1.52,0.88,0.96,0.0
1.44,1.52,0.96,1.04,0.0
1.44,1.52,1.04,1.12,0.0
1.44,1.52,1.12,1.2,0.0
1.44,1.52,1.2,1.28,0.0
1.44,1.52,1.28,1.36,0.0
1.44,1.52,1.36,1.44,0.0
1.44,1.52,1.44,1.52,0.0
1.44,1.52,1.52,1.6,0.0
1.44,1.52,1.6,1.68,1.0
1.44,1.52,1.68,1.76,1.0
1.44,1.52,1.76,1.84,1.0
1.44,1.52,1.84,1.92,1.0
1.44,1.52,1.92,2.0,1.0
1.44,1.52,2.0,2.08,0.9832657727886913
